incoming_timestamp
0,2024-12-13 00:41:22.071634
0,2024-12-13 00:41:22.071634
1,2024-12-13 00:41:24.324919
2,2024-12-13 00:41:25.320483
3,2024-12-13 00:41:26.321039
4,2024-12-13 00:41:27.319869
5,2024-12-13 00:41:28.320854
6,2024-12-13 00:41:29.330699
7,2024-12-13 00:41:30.326789
8,2024-12-13 00:41:31.327544
9,2024-12-13 00:41:32.318802
10,2024-12-13 00:41:33.330782
11,2024-12-13 00:41:34.319412
12,2024-12-13 00:41:35.317984
13,2024-12-13 00:41:36.317890
14,2024-12-13 00:41:37.324033
15,2024-12-13 00:41:38.317187
16,2024-12-13 00:41:39.320215
17,2024-12-13 00:41:40.321945
18,2024-12-13 00:41:41.321097
19,2024-12-13 00:41:42.319653
20,2024-12-13 00:41:43.322905
21,2024-12-13 00:41:44.321750
22,2024-12-13 00:41:45.326697
23,2024-12-13 00:41:46.331976
24,2024-12-13 00:41:47.326263
25,2024-12-13 00:41:48.323340
26,2024-12-13 00:41:49.328561
27,2024-12-13 00:41:50.325364
28,2024-12-13 00:41:51.324506
29,2024-12-13 00:41:52.325454
30,2024-12-13 00:41:53.325313
31,2024-12-13 00:41:54.341824
32,2024-12-13 00:41:55.340558
33,2024-12-13 00:41:56.342340
34,2024-12-13 00:41:57.344106
35,2024-12-13 00:41:58.344499
36,2024-12-13 00:41:59.345567
37,2024-12-13 00:42:01.346189
38,2024-12-13 00:42:02.339459
39,2024-12-13 00:42:03.338314
40,2024-12-13 00:42:04.341252
41,2024-12-13 00:42:05.336772
42,2024-12-13 00:42:06.340417
43,2024-12-13 00:42:07.336671
44,2024-12-13 00:42:08.347311
45,2024-12-13 00:42:09.336185
46,2024-12-13 00:42:10.342521
47,2024-12-13 00:42:11.336197
48,2024-12-13 00:42:12.341438
49,2024-12-13 00:42:13.343410
50,2024-12-13 00:42:14.333472
51,2024-12-13 00:42:15.351198
52,2024-12-13 00:42:16.350659
53,2024-12-13 00:42:17.344152
54,2024-12-13 00:42:18.354631
55,2024-12-13 00:42:19.340325
56,2024-12-13 00:42:20.340822
57,2024-12-13 00:42:21.339280
58,2024-12-13 00:42:22.338331
59,2024-12-13 00:42:23.345969
60,2024-12-13 00:42:24.342917
61,2024-12-13 00:42:25.342188
62,2024-12-13 00:42:26.339180
63,2024-12-13 00:42:27.344126
64,2024-12-13 00:42:28.334509
65,2024-12-13 00:42:29.342193
66,2024-12-13 00:42:30.334574
67,2024-12-13 00:42:31.357406
68,2024-12-13 00:42:32.339346
69,2024-12-13 00:42:33.336572
70,2024-12-13 00:42:34.351688
71,2024-12-13 00:42:35.338469
72,2024-12-13 00:42:36.339471
73,2024-12-13 00:42:37.342481
74,2024-12-13 00:42:38.334549
75,2024-12-13 00:42:39.334630
76,2024-12-13 00:42:40.344508
77,2024-12-13 00:42:41.336334
78,2024-12-13 00:42:42.333728
79,2024-12-13 00:42:43.338355
80,2024-12-13 00:42:44.335010
81,2024-12-13 00:42:45.338547
82,2024-12-13 00:42:46.352673
83,2024-12-13 00:42:47.350390
84,2024-12-13 00:42:48.353091
85,2024-12-13 00:42:49.336792
86,2024-12-13 00:42:50.353792
87,2024-12-13 00:42:51.344730
88,2024-12-13 00:42:52.353839
89,2024-12-13 00:42:53.350323
90,2024-12-13 00:42:54.358444
91,2024-12-13 00:42:55.348787
92,2024-12-13 00:42:56.349153
93,2024-12-13 00:42:57.345507
94,2024-12-13 00:42:58.350054
95,2024-12-13 00:42:59.344815
96,2024-12-13 00:43:00.358973
97,2024-12-13 00:43:01.348199
98,2024-12-13 00:43:02.357794
99,2024-12-13 00:43:03.356455
100,2024-12-13 00:43:04.347212
101,2024-12-13 00:43:05.357104
102,2024-12-13 00:43:06.346642
103,2024-12-13 00:43:07.364904
104,2024-12-13 00:43:08.351472
105,2024-12-13 00:43:09.345892
106,2024-12-13 00:43:10.356357
107,2024-12-13 00:43:11.349440
108,2024-12-13 00:43:12.351401
109,2024-12-13 00:43:13.350183
110,2024-12-13 00:43:14.356105
111,2024-12-13 00:43:15.350931
112,2024-12-13 00:43:16.344111
113,2024-12-13 00:43:17.362164
114,2024-12-13 00:43:18.347810
115,2024-12-13 00:43:19.354639
116,2024-12-13 00:43:20.355124
117,2024-12-13 00:43:21.342990
118,2024-12-13 00:43:22.359075
119,2024-12-13 00:43:23.352119
120,2024-12-13 00:43:24.363280
121,2024-12-13 00:43:25.356121
122,2024-12-13 00:43:26.345556
123,2024-12-13 00:43:27.358184
124,2024-12-13 00:43:28.364856
125,2024-12-13 00:43:29.347491
126,2024-12-13 00:43:30.359198
127,2024-12-13 00:43:31.356296
128,2024-12-13 00:43:32.354100
129,2024-12-13 00:43:33.340965
130,2024-12-13 00:43:34.340841
131,2024-12-13 00:43:35.353871
132,2024-12-13 00:43:36.345087
133,2024-12-13 00:43:37.346209
134,2024-12-13 00:43:38.352636
135,2024-12-13 00:43:39.348578
136,2024-12-13 00:43:40.346889
137,2024-12-13 00:43:41.348509
138,2024-12-13 00:43:42.348852
139,2024-12-13 00:43:43.349592
140,2024-12-13 00:43:44.346544
141,2024-12-13 00:43:45.352339
142,2024-12-13 00:43:46.356619
143,2024-12-13 00:43:47.354193
144,2024-12-13 00:43:48.350693
145,2024-12-13 00:43:49.339949
146,2024-12-13 00:43:50.343208
147,2024-12-13 00:43:51.345129
148,2024-12-13 00:43:52.353036
149,2024-12-13 00:43:53.357736
150,2024-12-13 00:43:54.334142
151,2024-12-13 00:43:55.351890
152,2024-12-13 00:43:56.340575
153,2024-12-13 00:43:57.350538
154,2024-12-13 00:43:58.356001
155,2024-12-13 00:43:59.355729
156,2024-12-13 00:44:00.349490
157,2024-12-13 00:44:01.338140
158,2024-12-13 00:44:02.337130
159,2024-12-13 00:44:03.346288
160,2024-12-13 00:44:04.346095
161,2024-12-13 00:44:05.344073
162,2024-12-13 00:44:07.347190
163,2024-12-13 00:44:08.333587
164,2024-12-13 00:44:09.334616
165,2024-12-13 00:44:10.342123
166,2024-12-13 00:44:11.336615
167,2024-12-13 00:44:12.339716
168,2024-12-13 00:44:13.335742
169,2024-12-13 00:44:14.342258
170,2024-12-13 00:44:15.342112
171,2024-12-13 00:44:16.346711
172,2024-12-13 00:44:17.346984
173,2024-12-13 00:44:18.337173
174,2024-12-13 00:44:19.347286
175,2024-12-13 00:44:20.356725
176,2024-12-13 00:44:21.342799
177,2024-12-13 00:44:22.348273
178,2024-12-13 00:44:23.344144
179,2024-12-13 00:44:24.332641
180,2024-12-13 00:44:25.345302
181,2024-12-13 00:44:26.334197
182,2024-12-13 00:44:27.347089
183,2024-12-13 00:44:28.333874
184,2024-12-13 00:44:29.337016
185,2024-12-13 00:44:30.335831
186,2024-12-13 00:44:31.334106
187,2024-12-13 00:44:32.334103
188,2024-12-13 00:44:33.333722
189,2024-12-13 00:44:34.336882
190,2024-12-13 00:44:35.337006
191,2024-12-13 00:44:36.336787
192,2024-12-13 00:44:37.336465
193,2024-12-13 00:44:38.341266
194,2024-12-13 00:44:39.342277
195,2024-12-13 00:44:40.336751
196,2024-12-13 00:44:41.340016
197,2024-12-13 00:44:42.337804
198,2024-12-13 00:44:43.336754
199,2024-12-13 00:44:44.341163
200,2024-12-13 00:44:45.339253
201,2024-12-13 00:44:46.338101
202,2024-12-13 00:44:47.344833
203,2024-12-13 00:44:48.340982
204,2024-12-13 00:44:49.343855
205,2024-12-13 00:44:50.340692
206,2024-12-13 00:44:51.348939
207,2024-12-13 00:44:52.341411
208,2024-12-13 00:44:53.344072
209,2024-12-13 00:44:54.340846
210,2024-12-13 00:44:55.342863
211,2024-12-13 00:44:56.341470
212,2024-12-13 00:44:57.344253
213,2024-12-13 00:44:58.346297
214,2024-12-13 00:44:59.349176
215,2024-12-13 00:45:00.351956
216,2024-12-13 00:45:01.354104
217,2024-12-13 00:45:02.342013
218,2024-12-13 00:45:03.349648
219,2024-12-13 00:45:04.344435
220,2024-12-13 00:45:05.332331
221,2024-12-13 00:45:06.334268
222,2024-12-13 00:45:07.332970
223,2024-12-13 00:45:08.348146
224,2024-12-13 00:45:09.335172
225,2024-12-13 00:45:10.336279
226,2024-12-13 00:45:11.334404
227,2024-12-13 00:45:12.332750
228,2024-12-13 00:45:13.331712
229,2024-12-13 00:45:14.332641
230,2024-12-13 00:45:15.335388
231,2024-12-13 00:45:16.332875
232,2024-12-13 00:45:17.336567
233,2024-12-13 00:45:18.334444
234,2024-12-13 00:45:19.336740
235,2024-12-13 00:45:20.343896
236,2024-12-13 00:45:21.335988
237,2024-12-13 00:45:22.338698
238,2024-12-13 00:45:23.339642
239,2024-12-13 00:45:24.345887
240,2024-12-13 00:45:25.338529
241,2024-12-13 00:45:26.338807
242,2024-12-13 00:45:27.339683
243,2024-12-13 00:45:28.337878
244,2024-12-13 00:45:29.339092
245,2024-12-13 00:45:30.342728
246,2024-12-13 00:45:31.339189
247,2024-12-13 00:45:32.340953
248,2024-12-13 00:45:33.342725
249,2024-12-13 00:45:34.345199
250,2024-12-13 00:45:35.347238
251,2024-12-13 00:45:36.351241
252,2024-12-13 00:45:37.352073
253,2024-12-13 00:45:38.355090
254,2024-12-13 00:45:39.345629
255,2024-12-13 00:45:40.349206
256,2024-12-13 00:45:41.347811
257,2024-12-13 00:45:42.349844
258,2024-12-13 00:45:43.344086
259,2024-12-13 00:45:44.345049
260,2024-12-13 00:45:45.344055
261,2024-12-13 00:45:46.342960
262,2024-12-13 00:45:47.344711
263,2024-12-13 00:45:48.344087
264,2024-12-13 00:45:49.344159
265,2024-12-13 00:45:50.343811
266,2024-12-13 00:45:51.352442
267,2024-12-13 00:45:52.353070
268,2024-12-13 00:45:53.340942
269,2024-12-13 00:45:54.352038
270,2024-12-13 00:45:55.351370
271,2024-12-13 00:45:56.346763
272,2024-12-13 00:45:57.348958
273,2024-12-13 00:45:58.352002
274,2024-12-13 00:45:59.355361
275,2024-12-13 00:46:00.351616
276,2024-12-13 00:46:01.351427
277,2024-12-13 00:46:02.345775
278,2024-12-13 00:46:03.345725
279,2024-12-13 00:46:04.348305
280,2024-12-13 00:46:05.349420
281,2024-12-13 00:46:06.347472
282,2024-12-13 00:46:07.349123
283,2024-12-13 00:46:08.349342
284,2024-12-13 00:46:09.353595
285,2024-12-13 00:46:11.354794
286,2024-12-13 00:46:12.355458
287,2024-12-13 00:46:13.346746
288,2024-12-13 00:46:14.345255
289,2024-12-13 00:46:15.334618
290,2024-12-13 00:46:16.338269
291,2024-12-13 00:46:17.347356
292,2024-12-13 00:46:18.335284
293,2024-12-13 00:46:19.345411
294,2024-12-13 00:46:20.350432
295,2024-12-13 00:46:21.343306
296,2024-12-13 00:46:22.338761
297,2024-12-13 00:46:23.336921
298,2024-12-13 00:46:24.350147
299,2024-12-13 00:46:25.344038
300,2024-12-13 00:46:26.339803
301,2024-12-13 00:46:27.339291
302,2024-12-13 00:46:28.341384
303,2024-12-13 00:46:29.351954
304,2024-12-13 00:46:30.341081
305,2024-12-13 00:46:31.352409
306,2024-12-13 00:46:32.342136
307,2024-12-13 00:46:33.341271
308,2024-12-13 00:46:34.353540
309,2024-12-13 00:46:35.344462
310,2024-12-13 00:46:36.343491
311,2024-12-13 00:46:37.345971
312,2024-12-13 00:46:38.347646
313,2024-12-13 00:46:39.346536
314,2024-12-13 00:46:40.348736
315,2024-12-13 00:46:41.344532
316,2024-12-13 00:46:42.347370
317,2024-12-13 00:46:43.338090
318,2024-12-13 00:46:44.340769
319,2024-12-13 00:46:45.347442
320,2024-12-13 00:46:46.344829
321,2024-12-13 00:46:47.347304
322,2024-12-13 00:46:48.335660
323,2024-12-13 00:46:49.336551
324,2024-12-13 00:46:50.338911
325,2024-12-13 00:46:51.338677
326,2024-12-13 00:46:52.334747
327,2024-12-13 00:46:53.335614
328,2024-12-13 00:46:54.336480
329,2024-12-13 00:46:55.343748
330,2024-12-13 00:46:56.339284
331,2024-12-13 00:46:57.337884
